,name,sex,phone,email,address,vip
257,Sienna-Leigh Lotta,Female,15892211944,18307110257@fudan.edu.cn,"825 Ecater Road, London",0
258,Lily-Louise Aaditri,Male,19149901658,18307110258@fudan.edu.cn,"852 Debra Avenue, Paris",0
259,Cinar Maryann,Male,15880964491,18307110259@fudan.edu.cn,"86 Remoni Lane, Delhi",0
260,Ehaan Chukwumela,Female,13791204782,18307110260@fudan.edu.cn,"206 Rimas Street, Delhi",0
261,Payton-May Joselyn,Female,13758019142,18307110261@fudan.edu.cn,"245 Airdri Street, Guangzhou",1
262,Gulalai Emma-Grace,Female,13735954176,18307110262@fudan.edu.cn,"425 Mharli Street, Sao Paulo",1
263,Iteoluwakiishi Caysen,Female,18945131493,18307110263@fudan.edu.cn,"505 Raul Avenue, Bangkok",0
264,Neki Jonathan,Female,19138145470,18307110264@fudan.edu.cn,"525 Fiodor Avenue, Delhi",1
265,Keavagh Xiaocheng,Male,19150059990,18307110265@fudan.edu.cn,"407 Era Lane, Madrid",1
266,Taaha Kymani,Female,18649299641,18307110266@fudan.edu.cn,"909 Sophyi Lane, Sao Paulo",0
267,Mikaella Avana,Female,13766494972,18307110267@fudan.edu.cn,"592 Atreyu Avenue, Shanghai",1
268,Masi Cattleya-Rose,Male,18983747064,18307110268@fudan.edu.cn,"565 Tionni Road, Shanghai",0
269,Akinola Aeda,Male,18641692383,18307110269@fudan.edu.cn,"7 Asia Avenue, Madrid",0
270,Nia Hadiyaah,Male,18997610375,18307110270@fudan.edu.cn,"997 Wahid Street, Delhi",0
271,Kahlan Yousuf,None,15893397729,18307110271@fudan.edu.cn,"347 Hendri Avenue, Beijing",0
272,Montana Lucario,Female,15888739046,18307110272@fudan.edu.cn,"662 Cali-R Avenue, London",0
273,Alaria Dajana,Female,19151844842,18307110273@fudan.edu.cn,"648 Aavya Street, Delhi",1
274,Kalyan J'aimee,Female,13763889664,18307110274@fudan.edu.cn,"380 Avram Lane, Paris",1
275,Roj Freda-Rose,Female,18663245336,18307110275@fudan.edu.cn,"632 Agnese Road, Bangkok",1
276,Ruebie Maizie-Rose,Male,15844505762,18307110276@fudan.edu.cn,"81 Ava-Ly Street, Shanghai",1
277,Sohni Clovis,None,18919365473,18307110277@fudan.edu.cn,"16 Inigo Lane, Buenos Aires",0
278,William-J Romualdo,Male,18976909527,18307110278@fudan.edu.cn,"653 Ubani Road, Los Angeles",1
279,Campbell Aun,Female,19142997993,18307110279@fudan.edu.cn,"772 Momodo Road, London",1
280,Mykaela Enakshi,Female,13771418283,18307110280@fudan.edu.cn,"554 Sumuka Street, Tokyo",0
281,Cale Yanxuan,Female,18942884310,18307110281@fudan.edu.cn,"967 Braegh Road, Hong Kong",0
282,Valentin-Dominic Ibhidh,None,15833394298,18307110282@fudan.edu.cn,"503 Emelli Avenue, Hong Kong",1
283,Eimad Sapna,Female,15869884425,18307110283@fudan.edu.cn,"344 Lilly- Lane, Seoul",1
284,Gautham Rubi-Grace,Female,18923958121,18307110284@fudan.edu.cn,"237 Emile Street, Guangzhou",0
285,Maura Pascale,Male,15878264623,18307110285@fudan.edu.cn,"343 Eliza- Avenue, Madrid",1
286,Sophia-Lee Ricci,Male,18673911673,18307110286@fudan.edu.cn,"934 Charlo Street, Tokyo",0
287,Sahishnu Luke,Female,15861199610,18307110287@fudan.edu.cn,"897 Cormac Avenue, Buenos Aires",1
288,Baneen Rakisha,Male,15851622494,18307110288@fudan.edu.cn,"282 Sarah Street, Madrid",1
289,Faarisah Ellyott,None,15884915847,18307110289@fudan.edu.cn,"706 Peni Lane, Shanghai",0
290,Reade Elliana,Female,19165094726,18307110290@fudan.edu.cn,"174 Ziva-N Avenue, Shanghai",1
291,Erdem Mete,Male,18697850722,18307110291@fudan.edu.cn,"807 Cleo Street, London",0
292,Sumeyra Josie-Leigh,Male,18668736849,18307110292@fudan.edu.cn,"372 Aakank Lane, Bangkok",0
293,Khadeera Danthai,Male,18658214590,18307110293@fudan.edu.cn,"374 Amee Lane, Bangkok",1
294,Gergana Mariyam,Female,13773576876,18307110294@fudan.edu.cn,"430 Brian Lane, Tokyo",0
295,Kanchan Clarke,Female,15888917666,18307110295@fudan.edu.cn,"200 Benish Lane, Guangzhou",1
296,Rosemarie Maycee,Female,15882517752,18307110296@fudan.edu.cn,"268 Arsakh Avenue, Sao Paulo",1
297,Markus Elian,Female,18618391345,18307110297@fudan.edu.cn,"892 Navith Road, Madrid",0
298,Jeannie Ziva-Nicole,Female,15821435570,18307110298@fudan.edu.cn,"106 Bridgi Road, Bangkok",1
299,Miekai Ziya-Star,Male,15873415186,18307110299@fudan.edu.cn,"57 Sahasr Avenue, Beijing",1
300,Orlagh-Grace Lawclyn,Male,13716275558,18307110300@fudan.edu.cn,"683 Yeshna Lane, Beijing",1
301,Brionny Autumn-Skye,Male,19134601408,18307110301@fudan.edu.cn,"16 Catie Road, Sao Paulo",1
302,Azora Marthienus,None,18631276622,18307110302@fudan.edu.cn,"334 Miren Street, Manila",1
303,Zille Ruben-James,Female,15835239862,18307110303@fudan.edu.cn,"582 Tauras Road, London",1
304,Rievah Cienna-May,None,18692416168,18307110304@fudan.edu.cn,"882 Martin Street, Sao Paulo",0
305,Blyth Nadha,Female,18955151894,18307110305@fudan.edu.cn,"316 Daim Avenue, Los Angeles",0
306,Vinuda Romee,Male,15898603582,18307110306@fudan.edu.cn,"943 Oluebu Avenue, London",1
307,Frieda Alesha-Lily,Male,18969954119,18307110307@fudan.edu.cn,"178 Caspia Road, Los Angeles",0
308,Aihran Aster,Male,15866915312,18307110308@fudan.edu.cn,"916 Fredi Avenue, Manila",0
309,Ida Adyss,Female,18929051666,18307110309@fudan.edu.cn,"717 Chimbu Lane, Guangzhou",1
310,Emmanuelle Nethra,Male,13788496959,18307110310@fudan.edu.cn,"295 Krish Road, London",0
311,Kelyn Mckenzie,Male,18948877898,18307110311@fudan.edu.cn,"702 Kavish Road, Tokyo",1
312,Kallik Wisara,Male,19171472870,18307110312@fudan.edu.cn,"594 Meledi Lane, Seoul",1
313,Johan Caitlyn-Leigh,Male,18991518941,18307110313@fudan.edu.cn,"523 Lilias Avenue, Bangkok",0
314,Aihla Ilerioluwa,Female,18645841458,18307110314@fudan.edu.cn,"154 Chimza Avenue, Beijing",1
315,Loklun Kaliroee,Female,13748449931,18307110315@fudan.edu.cn,"468 Jack Lane, Seoul",1
316,Grantas Stiles,Female,15882731287,18307110316@fudan.edu.cn,"627 Oksana Avenue, Buenos Aires",1
317,Eliza-Beth Ellen,Female,18924738358,18307110317@fudan.edu.cn,"722 Nehemi Avenue, Seoul",1
318,Mark-Lewis Mahib,Female,19121589634,18307110318@fudan.edu.cn,"60 Tyrese Avenue, Los Angeles",0
319,Anwyn Mackenzie-John,None,18966409002,18307110319@fudan.edu.cn,"258 Klaida Street, Delhi",0
320,Aurora-Grace Veera,Male,15867575608,18307110320@fudan.edu.cn,"176 Macken Lane, Beijing",0
321,Janat Ryeyaan,Female,18935035434,18307110321@fudan.edu.cn,"361 Laurin Road, Buenos Aires",1
322,Aubrieana Adaku,Male,18630386178,18307110322@fudan.edu.cn,"839 Zoyar Road, Delhi",0
323,Qiran Mayada,Female,15879914133,18307110323@fudan.edu.cn,"294 Abisha Avenue, Los Angeles",0
324,Jayon Maisy-Leigh,Female,15881209984,18307110324@fudan.edu.cn,"892 Reehan Street, Sao Paulo",1
325,Lytarra Munawar,Male,15865592276,18307110325@fudan.edu.cn,"300 Ivy-Ja Avenue, Sao Paulo",1
326,Penasio Kirstyn,Female,18935610132,18307110326@fudan.edu.cn,"125 Kalsoo Road, Bangkok",1
327,Aaryav Mekhi,None,15830308374,18307110327@fudan.edu.cn,"435 Marilu Road, London",0
328,Crusoe Caylen-Leon,Male,18631124044,18307110328@fudan.edu.cn,"835 Seiara Street, London",0
329,Kaleb Cara-Sophie,Male,15890839062,18307110329@fudan.edu.cn,"63 Connor Avenue, Seoul",1
330,Braiya Jaycob,None,18637896121,18307110330@fudan.edu.cn,"751 Ashton Road, Los Angeles",0
331,Marcella Bhavyasri,Female,15830017566,18307110331@fudan.edu.cn,"488 Rozi Lane, London",1
332,Hunter-James Niki,Female,19118337315,18307110332@fudan.edu.cn,"337 Jasper Street, Hong Kong",1
333,Blu-Rayne Makaya,Male,18971319919,18307110333@fudan.edu.cn,"480 Damien Road, London",1
334,Sarah-Ashleigh Hanyue,Male,18687736293,18307110334@fudan.edu.cn,"861 Cheick Lane, Sao Paulo",0
335,Loganlee Dekyn,Female,18943452245,18307110335@fudan.edu.cn,"939 Sochi Street, Seoul",1
336,Madelaine Lihou,Male,18664210648,18307110336@fudan.edu.cn,"523 Emilie Lane, London",0
337,Moayad Liban,Female,15815246564,18307110337@fudan.edu.cn,"742 Anzila Street, Seoul",1
338,Skylan Rut,Male,18924240944,18307110338@fudan.edu.cn,"150 Tyler- Lane, Beijing",1
339,Laragh Maddi-Jayne,Male,18645019541,18307110339@fudan.edu.cn,"21 Freya- Road, Los Angeles",0
340,Brendan-Kai Roise,Male,15834794794,18307110340@fudan.edu.cn,"328 Odi Lane, Guangzhou",0
341,Marija Laetann,Male,18656702941,18307110341@fudan.edu.cn,"33 Khrist Street, Guangzhou",0
342,Raavi Keanah-Louise,Female,19166420487,18307110342@fudan.edu.cn,"996 Zou Lane, Beijing",0
343,Eimad Kemp,Male,18658643693,18307110343@fudan.edu.cn,"259 Noirin Street, Bangkok",0
344,Haci Tsabeh,Male,13736525244,18307110344@fudan.edu.cn,"110 Abdull Avenue, London",0
345,Cullen Devin,Female,13728142293,18307110345@fudan.edu.cn,"142 Antoin Street, Seoul",0
346,Fern Kito,Female,18920637661,18307110346@fudan.edu.cn,"44 Hedaya Street, Madrid",1
347,Dhanesh Aleaha,Female,19115104910,18307110347@fudan.edu.cn,"821 Carri Street, Sao Paulo",0
348,Neimantas Jayden-Mark,Female,18920558825,18307110348@fudan.edu.cn,"860 Ailees Lane, Hong Kong",1
349,Emilie-Mai Calix,Female,18940113334,18307110349@fudan.edu.cn,"134 Maria- Road, Tokyo",1
350,Huzaima Guillaume,Male,18679145852,18307110350@fudan.edu.cn,"851 Lannan Avenue, Paris",1
351,Venpa Kaydia,Female,19137626702,18307110351@fudan.edu.cn,"863 Zannah Avenue, Paris",1
352,Lilja Indi-Mae,Male,19116473162,18307110352@fudan.edu.cn,"379 Jorja- Road, Hong Kong",1
353,Somto Jodhi,Male,18923189150,18307110353@fudan.edu.cn,"220 Cadie- Road, Delhi",1
354,Sol-John Aryia,Female,18954806949,18307110354@fudan.edu.cn,"498 Rosema Street, Madrid",0
355,Marzio Abdull,Male,18998837044,18307110355@fudan.edu.cn,"760 Orla-J Lane, Tokyo",0
356,Nanci-Rose Caue,Female,18662420950,18307110356@fudan.edu.cn,"640 Horiya Avenue, Seoul",0
357,Mason-Thomas George,Female,19191871198,18307110357@fudan.edu.cn,"713 Kashvi Street, Beijing",0
358,Raffy Kai,Male,13745007436,18307110358@fudan.edu.cn,"518 Juraj Road, Bangkok",1
359,Jaymeson Caidee,Female,15842132517,18307110359@fudan.edu.cn,"89 Anab Avenue, Hong Kong",0
360,Haralambos Keaivhan,Male,18942234108,18307110360@fudan.edu.cn,"326 Keeyan Road, Los Angeles",1
361,Blyss William-James,Female,15881851151,18307110361@fudan.edu.cn,"658 Pritam Lane, Delhi",0
362,Cuillan Burhan,Female,18686692690,18307110362@fudan.edu.cn,"638 Crombi Avenue, London",1
363,Zian Kaetlin,Male,15871440322,18307110363@fudan.edu.cn,"477 Bettys Road, Buenos Aires",1
364,Hollynd Django,Male,13723874238,18307110364@fudan.edu.cn,"999 Conran Lane, Bangkok",0
365,Omer Badiah,Female,15865426309,18307110365@fudan.edu.cn,"413 Alpheu Road, Seoul",1
366,Scarlet Ebosolease,Male,13749301661,18307110366@fudan.edu.cn,"986 Bouchr Street, Guangzhou",1
367,Cayden-Brett Tameem,Male,19128506817,18307110367@fudan.edu.cn,"665 Raymie Road, Seoul",1
368,Cloie Ayomi,Male,15870308995,18307110368@fudan.edu.cn,"626 Rebeca Street, Hong Kong",0
369,Kaycee Luke-Mcilroy,Female,13751055879,18307110369@fudan.edu.cn,"779 Saphir Street, Delhi",0
370,Taayton Haryson,Male,15892571363,18307110370@fudan.edu.cn,"886 Calia Street, London",0
371,Tay Bluebell-Fawn,Female,18622003182,18307110371@fudan.edu.cn,"936 Yehia Lane, Tokyo",1
372,Gursewak Ahmar,None,13712333307,18307110372@fudan.edu.cn,"965 Eveigh Avenue, London",1
373,Hanyue Oliver-Tashani,Male,18662178996,18307110373@fudan.edu.cn,"104 Feo Road, Manila",1
374,Albaraa Sahali,Male,18611802146,18307110374@fudan.edu.cn,"823 Eryn Road, Seoul",0
375,Nadya Charlene,Male,13795441401,18307110375@fudan.edu.cn,"18 Aderin Street, London",1
376,Kenyon Isla-Grace,Female,15840514490,18307110376@fudan.edu.cn,"430 David- Road, Madrid",0
377,Mathew-Robert Johanka,Male,18661074536,18307110377@fudan.edu.cn,"463 Logan- Street, Buenos Aires",0
378,Keiron Savan,Female,13732640899,18307110378@fudan.edu.cn,"25 Jonoth Lane, Shanghai",1
379,Yakup Evans,Female,15824557170,18307110379@fudan.edu.cn,"817 Holli- Lane, Sao Paulo",1
380,Darci-Louise Alisha-Anisia,Male,18662826155,18307110380@fudan.edu.cn,"885 Avi Lane, Beijing",0
381,Finlay-Carter Marenne,Female,18932989856,18307110381@fudan.edu.cn,"898 Fritha Lane, Buenos Aires",1
382,Kunal Darcy,Female,15822999650,18307110382@fudan.edu.cn,"285 Eabha- Street, Guangzhou",0
383,Emad Madinah,Female,18948672505,18307110383@fudan.edu.cn,"273 Dayang Road, Delhi",0
384,Darriah Barbara-Ann,Female,18976547980,18307110384@fudan.edu.cn,"522 Reef Avenue, London",1
385,Cace Ryleigh-Jay,Male,15881112696,18307110385@fudan.edu.cn,"383 Sham Avenue, Tokyo",0
386,Mazen Joolz,Female,15818724733,18307110386@fudan.edu.cn,"425 Badr Avenue, Tokyo",1
387,Casper Umama,Male,13738298143,18307110387@fudan.edu.cn,"986 Evra Avenue, Guangzhou",1
388,Khianna-Leigh Nuura,Male,13780845251,18307110388@fudan.edu.cn,"938 Elishe Avenue, Manila",1
389,Irvine Kaitlyn-Louise,Female,18680349483,18307110389@fudan.edu.cn,"21 Amaira Lane, Buenos Aires",0
390,Elinur Kaitlynne-Grace,Female,13786158589,18307110390@fudan.edu.cn,"485 Leight Road, Paris",1
391,Vania Abaigh,Female,18675724525,18307110391@fudan.edu.cn,"440 Ava-Ja Street, Delhi",1
392,Myrtle Hanaelle,Male,13788788713,18307110392@fudan.edu.cn,"533 Jami-L Avenue, Hong Kong",1
393,Rydan Ash,Male,18914565210,18307110393@fudan.edu.cn,"576 Cobi-D Road, Los Angeles",1
394,Arianna-Sammy Jessicah,Female,18662405151,18307110394@fudan.edu.cn,"34 Peter- Road, Guangzhou",1
395,Shaima Mana,Female,15825191694,18307110395@fudan.edu.cn,"82 Fayrah Street, Hong Kong",0
396,Kian-Paul Brandonlee,Female,18656421920,18307110396@fudan.edu.cn,"564 Avayah Lane, Paris",1
397,Rebekka-Jae Annalee,Female,15825543258,18307110397@fudan.edu.cn,"351 Sukrit Street, Sao Paulo",1
398,Ragnar Oluyimika,Male,13793258516,18307110398@fudan.edu.cn,"661 Kiarra Street, Guangzhou",1
399,Bao Mhairi-Louise,Female,15838471278,18307110399@fudan.edu.cn,"77 Kaeb Avenue, Buenos Aires",1
400,Vangel Lili-Victoria,Female,18669934715,18307110400@fudan.edu.cn,"308 Mary-J Street, Seoul",0
401,Amelia-Ruby Conroy,Female,18924905156,18307110401@fudan.edu.cn,"299 Harley Street, Tokyo",0
402,Mahibah Ananda,Female,13761197745,18307110402@fudan.edu.cn,"32 Astyn Street, Seoul",1
403,Harsirat Nabila,Female,15887015893,18307110403@fudan.edu.cn,"547 Christ Road, Madrid",0
404,Nourlhoda Starr,Female,18971151198,18307110404@fudan.edu.cn,"830 Thain Avenue, Delhi",0
405,Veya Deivid,Male,13783072679,18307110405@fudan.edu.cn,"263 Nelin Avenue, London",0
406,Inola Oisin,Male,18621552460,18307110406@fudan.edu.cn,"653 Nuzhat Lane, Manila",1
407,Japneet Ediz,Male,13717492300,18307110407@fudan.edu.cn,"889 Hannah Lane, Hong Kong",0
408,Esther Makala,Female,19146868287,18307110408@fudan.edu.cn,"454 Maevi Street, Madrid",0
409,Raith Ayleesha,Male,13721201136,18307110409@fudan.edu.cn,"920 Freder Lane, Shanghai",0
410,Damiano Tibor,Male,19146365998,18307110410@fudan.edu.cn,"140 Ava-Li Road, Hong Kong",0
411,Dannii Kayelah,None,18914697472,18307110411@fudan.edu.cn,"300 Shurou Lane, Hong Kong",0
412,Eibhilin Kailo-Love,Female,18690939282,18307110412@fudan.edu.cn,"398 Sol-Jo Avenue, Los Angeles",1
413,Jezreel Akua,Female,18975768238,18307110413@fudan.edu.cn,"465 Ailee Road, Seoul",1
414,Alexzander Raeanne,Male,18627986267,18307110414@fudan.edu.cn,"848 Asliha Street, Manila",0
415,Phuabong Nitya,Female,15833898706,18307110415@fudan.edu.cn,"789 Voesun Street, Beijing",0
416,Bao N'eve,Male,15847391504,18307110416@fudan.edu.cn,"753 Davey Street, Beijing",1
417,Farayiolaoluwa Caihden,Female,13749883381,18307110417@fudan.edu.cn,"645 Taraol Lane, Los Angeles",0
418,Ghibbs Dermot,None,19164268900,18307110418@fudan.edu.cn,"52 Kamira Road, Manila",1
419,Iver Jet,Male,18910936528,18307110419@fudan.edu.cn,"657 Rajdee Street, Bangkok",0
420,Yulia Sameeha,Female,15898408029,18307110420@fudan.edu.cn,"972 Ahmed Road, Madrid",1
421,Darceigh-Leigh Vona,Male,18960069733,18307110421@fudan.edu.cn,"497 Lereec Avenue, Madrid",0
422,Fareed Swithun,Female,19112651555,18307110422@fudan.edu.cn,"149 Sophea Road, Delhi",0
423,Marlaine Shahreen,Female,15887670119,18307110423@fudan.edu.cn,"898 Graeso Road, Paris",1
424,Ryonie Cosimo,Male,19169397797,18307110424@fudan.edu.cn,"559 Meeya Street, London",1
425,Ekamvir Emilla,Male,19154002975,18307110425@fudan.edu.cn,"749 Simree Avenue, Buenos Aires",0
426,Pierse Sarah,Male,18658711491,18307110426@fudan.edu.cn,"338 Caroli Avenue, Hong Kong",1
427,Marlaine Annabelle-Grace,Male,18965126279,18307110427@fudan.edu.cn,"36 Reenie Avenue, Bangkok",1
428,Annas Tamim,Male,15897455378,18307110428@fudan.edu.cn,"532 Gina Road, Manila",1
429,Morainn Rosslyn,Male,18941118531,18307110429@fudan.edu.cn,"150 Alexa- Lane, Madrid",0
430,Assal Cerin,Female,19135696995,18307110430@fudan.edu.cn,"442 Kodi-L Street, Bangkok",1
431,Darcelle Rokhaya,Female,15893892255,18307110431@fudan.edu.cn,"479 Gaibri Lane, Seoul",0
432,Ernst Dorsa,Female,18639689804,18307110432@fudan.edu.cn,"7 Wilkie Lane, Shanghai",1
433,Nimit Maisie-Jean,Female,19186213627,18307110433@fudan.edu.cn,"285 Khadij Road, Delhi",1
434,Elly-Jane Aviraaj,None,13777102612,18307110434@fudan.edu.cn,"200 Yug Avenue, Shanghai",1
435,Anaya-Rose Hollie-Jane,Female,19164324962,18307110435@fudan.edu.cn,"242 Ralfs Road, Seoul",1
436,Riah Sumbal,Female,15830209562,18307110436@fudan.edu.cn,"320 Stephi Road, Paris",1
437,Tyler-Jackson Arron-James,Female,15895259480,18307110437@fudan.edu.cn,"353 Yunjia Avenue, Hong Kong",1
438,Reda Stirling,Male,18692408232,18307110438@fudan.edu.cn,"439 Himnis Avenue, London",0
439,Hayyan Stephany,None,19129148196,18307110439@fudan.edu.cn,"495 Albie Road, Bangkok",1
440,Khodi Avleen,Male,13742385024,18307110440@fudan.edu.cn,"712 Jessic Road, Los Angeles",0
441,Kiva Kerryann,Male,19193698352,18307110441@fudan.edu.cn,"668 Hubert Street, Los Angeles",1
442,Yang Yuvaan,Male,18929201477,18307110442@fudan.edu.cn,"975 Cyrus Street, Guangzhou",1
443,Shanay Romy,Male,18679849813,18307110443@fudan.edu.cn,"762 Alyeah Avenue, Delhi",1
444,Ahron Elena-Grace,Female,18944277540,18307110444@fudan.edu.cn,"512 Elidgh Avenue, Buenos Aires",0
445,Nellie-Mae Linga,Male,18674325770,18307110445@fudan.edu.cn,"559 Banya Lane, Beijing",0
446,Izadora Harlowe,Female,18989769522,18307110446@fudan.edu.cn,"969 Alaya- Street, London",0
447,Eren Marley-Rose,Female,18611699897,18307110447@fudan.edu.cn,"133 Ferris Street, Paris",1
448,Aneeq Chi,Male,19168449547,18307110448@fudan.edu.cn,"98 Deina Street, Tokyo",0
449,Kynnidi Noran,Male,19135680981,18307110449@fudan.edu.cn,"794 Mhairi Street, Los Angeles",0
450,Omamerhi Gabisile,Male,13730734554,18307110450@fudan.edu.cn,"456 Orlyn Lane, Guangzhou",1
451,Marguerite Khyden,Female,13740642163,18307110451@fudan.edu.cn,"397 Jessie Lane, Paris",0
452,Meiting Gia,Male,18929835426,18307110452@fudan.edu.cn,"774 Mustaf Street, Paris",1
453,Faraz Rez,Female,19114605825,18307110453@fudan.edu.cn,"92 Callan Avenue, Seoul",0
454,Christopher-Lee Liam-James,Female,18953945901,18307110454@fudan.edu.cn,"922 Radova Lane, Delhi",0
455,Adjoa Paul-Dorel,Male,18916481247,18307110455@fudan.edu.cn,"903 Hajira Road, Manila",0
456,Vishnu Gurseese,Female,19167841196,18307110456@fudan.edu.cn,"762 Sharli Lane, Sao Paulo",1
457,Asyraf Charlotte-Louise,Female,18688010981,18307110457@fudan.edu.cn,"151 Duya Road, Buenos Aires",1
458,Arsheq Juneau,Female,13786494591,18307110458@fudan.edu.cn,"2 Adonia Street, Madrid",1
459,Saffie Teegan-Lilly,Female,13798706610,18307110459@fudan.edu.cn,"243 Loic Street, Guangzhou",1
460,Tea Nathyn,Female,19128612694,18307110460@fudan.edu.cn,"116 Reghan Road, Beijing",0
461,Timothe Myla-Rose,Male,13746561253,18307110461@fudan.edu.cn,"743 Alyshe Lane, Los Angeles",0
462,Adetutu Kaone,Male,18922906759,18307110462@fudan.edu.cn,"120 Florri Street, Seoul",0
463,Reeti Beinn,Male,15838515188,18307110463@fudan.edu.cn,"45 Ranya Avenue, Bangkok",0
464,Zinaya Ivy-Quinn,Male,15840770479,18307110464@fudan.edu.cn,"200 Kelcey Road, Seoul",0
465,Willow-Rose Retaj,Female,18637668365,18307110465@fudan.edu.cn,"873 Brhea Road, Beijing",0
466,Adwita Sherifa,Female,13767713755,18307110466@fudan.edu.cn,"284 Jack-P Street, London",1
467,Milla-Laine Bethann,Female,15869371584,18307110467@fudan.edu.cn,"60 Rainie Road, Tokyo",0
468,Mallak Guillermo,Male,18661591806,18307110468@fudan.edu.cn,"188 Ayomik Street, Paris",1
469,Lorella Spencer-Lily,Male,19166574737,18307110469@fudan.edu.cn,"11 Nafisa Road, Seoul",1
470,Hirah Kyran-Lee,Female,18976832791,18307110470@fudan.edu.cn,"92 Mankir Street, Beijing",0
471,Odette Zra,Male,18948331004,18307110471@fudan.edu.cn,"699 Jamaal Street, Shanghai",0
472,Nebi Wesal,Female,18658842156,18307110472@fudan.edu.cn,"96 Sonam Road, Tokyo",0
473,Sunnie Rys,Female,13728531382,18307110473@fudan.edu.cn,"191 Essam Avenue, Tokyo",1
474,Carlos Isaac-Jacob,Female,13796627996,18307110474@fudan.edu.cn,"34 Savann Lane, Hong Kong",0
475,Marenne Vratko,Male,19185790614,18307110475@fudan.edu.cn,"756 Brhian Lane, Guangzhou",1
476,Hojwal Vedansh,Male,13717980940,18307110476@fudan.edu.cn,"70 Arrion Avenue, Seoul",0
477,Susanna Jocee-Lea,Male,13786239679,18307110477@fudan.edu.cn,"376 Katie- Avenue, Bangkok",0
478,Masih Liliane,Male,15858896203,18307110478@fudan.edu.cn,"888 Yoshey Street, Buenos Aires",0
479,Shafay Elka,Female,18613456089,18307110479@fudan.edu.cn,"902 Abdulw Road, London",0
480,Chandra Arooj,Male,15877949841,18307110480@fudan.edu.cn,"577 Rhuby Road, Guangzhou",0
481,Christabel Casey-Lea,Male,15811858153,18307110481@fudan.edu.cn,"525 Ayaan Street, Seoul",1
482,Leeza Ezaan,None,18969491144,18307110482@fudan.edu.cn,"962 Drisht Street, Los Angeles",0
483,Balint Hadrien,Female,13745742851,18307110483@fudan.edu.cn,"632 Ruian Road, Buenos Aires",1
484,Jacob-Jorge Annilyse,Male,15846359694,18307110484@fudan.edu.cn,"817 Khalee Road, Madrid",0
485,Rachel-Isabella Swastima,Male,18978531570,18307110485@fudan.edu.cn,"179 Tavish Street, Manila",1
