,username,name,sex,phone,email,address,vip
231,OfureU4,Ofure Janie,Male,15878912919,18307110231@fudan.edu.cn,"Joelly Street, Seoul",0
232,LeandroIw,Leandro Dayyaan,Female,18696089351,18307110232@fudan.edu.cn,"Aislyn Lane, Buenos Aires",1
233,Kierstin-BrookeG2,Kierstin-Brooke Jiaying,Male,15849312178,18307110233@fudan.edu.cn,"Karie Avenue, Manila",0
234,AnnlouiseHD,Annlouise Ifenna,Male,19122812907,18307110234@fudan.edu.cn,"Keeva- Street, Los Angeles",0
235,Christopher-JayUW,Christopher-Jay Cairan,Male,18664379150,18307110235@fudan.edu.cn,"Zophia Street, London",1
236,MeryamSG,Meryam Fara,Female,13794739400,18307110236@fudan.edu.cn,"Rianai Lane, Delhi",1
237,KimriesG,Kimrie Aween,None,18975467586,18307110237@fudan.edu.cn,"Jahvie Lane, Hong Kong",0
238,Leticiazf,Leticia Rasa,Male,18625353013,18307110238@fudan.edu.cn,"Nonofo Avenue, Tokyo",0
239,Maksymilan3P,Maksymilan Mingxi,Female,19174803120,18307110239@fudan.edu.cn,"Khalil Avenue, Tokyo",1
240,Betty-JamesYe,Betty-James Cole-Jackson,Male,18959874404,18307110240@fudan.edu.cn,"Aillee Lane, Beijing",1
241,Emma-Grace7m,Emma-Grace Amiley,Male,19168196328,18307110241@fudan.edu.cn,"Montas Avenue, Seoul",1
242,EmmiepL,Emmie D'lorah,Male,18990291852,18307110242@fudan.edu.cn,"Koala Lane, Sao Paulo",0
243,Aria-MaybI,Aria-May Marcelo,Female,15843790683,18307110243@fudan.edu.cn,"Chimar Road, Shanghai",0
244,TameemRM,Tameem Zienna-Louise,Female,13711344036,18307110244@fudan.edu.cn,"Jayda Avenue, Bangkok",0
245,SavanahGw,Savanah Aarunya,Female,13745600206,18307110245@fudan.edu.cn,"Caoimh Lane, Los Angeles",0
246,Myrthe3I,Myrthe Decklyn,Female,13786481585,18307110246@fudan.edu.cn,"Andras Lane, Beijing",1
247,TolulopeeJ,Tolulope Chideziri,Male,19166957994,18307110247@fudan.edu.cn,"Anshi Street, Paris",1
248,AnnaleeseGS,Annaleese Noveera,None,13719526513,18307110248@fudan.edu.cn,"Mitzi Lane, London",0
249,DamanOl,Daman Narisha,Female,19160963354,18307110249@fudan.edu.cn,"Adwiti Road, Buenos Aires",0
250,Crewhn,Crew Bawan,Male,13716041768,18307110250@fudan.edu.cn,"Chriss Lane, Los Angeles",1
251,ElaralX,Elara Leiyton,Male,13775886941,18307110251@fudan.edu.cn,"Cori-L Lane, Tokyo",0
252,Jaeme5Y,Jaeme Alithea,Male,19186101886,18307110252@fudan.edu.cn,"Soundo Road, Bangkok",1
253,JohannakZ,Johanna Ellah-Mae,Male,18947606763,18307110253@fudan.edu.cn,"Enriqu Road, Los Angeles",1
254,RwasyKy,Rwasy Tilli-Rose,Male,18916277441,18307110254@fudan.edu.cn,"Wynton Lane, Hong Kong",0
255,EobhidhKQ,Eobhidh Lexi-Marie,Male,18642028080,18307110255@fudan.edu.cn,"Lilesh Road, Delhi",1
256,DungzM,Dung Fiachra,Male,18634448527,18307110256@fudan.edu.cn,"Komal Avenue, Shanghai",1
257,Odira3h,Odira Koedyn,Female,18934937046,18307110257@fudan.edu.cn,"Emeli- Street, Madrid",1
258,Damiana-MiaO7,Damiana-Mia Claudie,Male,18612467890,18307110258@fudan.edu.cn,"Caoimh Street, Guangzhou",0
259,Anthony-JoshuaSV,Anthony-Joshua Tilley-Louise,Female,18912667961,18307110259@fudan.edu.cn,"Raham Lane, Paris",1
260,TamirU,Tami Calabe,Male,18948705090,18307110260@fudan.edu.cn,"Emaad Lane, Buenos Aires",0
261,PaUW,Pa Kuriakos,Male,18663302564,18307110261@fudan.edu.cn,"Iseaba Road, London",1
262,Aila-Rosevm,Aila-Rose Josia,Female,13716606561,18307110262@fudan.edu.cn,"Sigurd Street, Madrid",0
263,MilesDw,Miles Pranet,None,19148636393,18307110263@fudan.edu.cn,"Lakhve Street, Tokyo",0
264,Ayden-LawrenceIe,Ayden-Lawrence Ketia,Female,15837563435,18307110264@fudan.edu.cn,"Bannan Street, Seoul",0
265,FizzahfX,Fizzah Wilf,Female,19174241755,18307110265@fudan.edu.cn,"Haamid Lane, Beijing",1
266,Rhiannahp1,Rhiannah Iason,Male,18944212096,18307110266@fudan.edu.cn,"Chizar Avenue, Tokyo",1
267,ComrieRt,Comrie Arsh,Male,15840533604,18307110267@fudan.edu.cn,"Tuesda Street, Guangzhou",0
268,Connor-Williamam,Connor-William Saanvi,None,19136507910,18307110268@fudan.edu.cn,"Kellij Avenue, Bangkok",0
269,Aiesromoz,Aiesrom Jac,Male,18664081991,18307110269@fudan.edu.cn,"Oghene Avenue, Madrid",0
270,JarrydFP,Jarryd Azyaan,Male,15847802501,18307110270@fudan.edu.cn,"Thivya Avenue, Guangzhou",0
271,Febechizi,Febechi Zohaib,Male,13734084711,18307110271@fudan.edu.cn,"Miela Road, Paris",1
272,KorebA,Kore Quesne,Female,15853048902,18307110272@fudan.edu.cn,"Eabha- Road, Paris",0
273,Quintinkf,Quintin Rostas,Female,18968292402,18307110273@fudan.edu.cn,"Katale Street, Seoul",0
274,BrookelynnOq,Brookelynn Teighann,Male,13711998594,18307110274@fudan.edu.cn,"Gordon Road, Paris",1
275,Vaia3d,Vaia Fernie,Male,15875261472,18307110275@fudan.edu.cn,"Raysa Street, Tokyo",0
276,Aarapt,Aara Farhan,Male,19172781435,18307110276@fudan.edu.cn,"Honey- Avenue, Paris",0
277,Mehryum,Mehry Shivangi,Male,18693288037,18307110277@fudan.edu.cn,"Namari Road, London",0
278,PeadaraK,Peadar Joslin,Male,15867608827,18307110278@fudan.edu.cn,"Camill Avenue, Paris",1
279,JaykubXq,Jaykub Emilie-Leigh,Female,18968096921,18307110279@fudan.edu.cn,"Keerat Road, Los Angeles",1
280,AlonnaL7,Alonna Hetvik,Male,18687307981,18307110280@fudan.edu.cn,"Maddie Lane, Guangzhou",0
281,Mersades9N,Mersades Lucas-Mihai,Female,19196830651,18307110281@fudan.edu.cn,"Sehaj Lane, Bangkok",1
282,Emaghaen-RoseLS,Emaghaen-Rose Harkeel,Male,18996391673,18307110282@fudan.edu.cn,"Eparam Street, Bangkok",0
283,LeelinCB,Leelin Sobechukwu,Female,19147191040,18307110283@fudan.edu.cn,"Gerald Avenue, Sao Paulo",0
284,Imanpc,Iman Elsee,Male,19175606922,18307110284@fudan.edu.cn,"Jezzel Street, Delhi",0
285,Lhlyaijanaxg,Lhlyaijana Revah,Female,15898709912,18307110285@fudan.edu.cn,"Riley- Lane, Paris",1
286,Nylah-MayQ3,Nylah-May Lucja,Female,19136547348,18307110286@fudan.edu.cn,"Merced Road, Tokyo",0
287,Mei-Lee0z,Mei-Lee Saoirse,Female,13792340348,18307110287@fudan.edu.cn,"Mckenz Street, Tokyo",1
288,Sira-Lilyt5,Sira-Lily Gurzack,Male,15813670047,18307110288@fudan.edu.cn,"Naysa Road, Los Angeles",1
289,Ossant4,Ossan Aleenah,Female,15862888698,18307110289@fudan.edu.cn,"Brodhi Street, Los Angeles",1
290,AlpayXO,Alpay Mamoon,Male,18976598371,18307110290@fudan.edu.cn,"Kylah- Road, Beijing",0
291,RossanaYM,Rossana Zarya,Female,15822961516,18307110291@fudan.edu.cn,"Henris Road, Shanghai",0
292,PearlfreyjaZm,Pearlfreyja Subina,Female,18972719311,18307110292@fudan.edu.cn,"Sartaj Street, Tokyo",1
293,MalikaiXT,Malikai Kumail,Male,13799887508,18307110293@fudan.edu.cn,"Tanvit Avenue, Guangzhou",0
294,Sampreet5l,Sampreet Mustafa,None,18988965238,18307110294@fudan.edu.cn,"Tahira Lane, Hong Kong",1
295,Bassiru1u,Bassiru Maeva,Male,19112855890,18307110295@fudan.edu.cn,"Amdad Street, Guangzhou",1
296,Crystal-Terriwk,Crystal-Terri Ultra-Violet,Female,18981770506,18307110296@fudan.edu.cn,"Khloe- Street, Seoul",0
297,Mayukha3X,Mayukha Zaccariah,Female,15860481113,18307110297@fudan.edu.cn,"Ameila Avenue, Manila",1
298,KasonET,Kason Chigozirim,Male,18624264206,18307110298@fudan.edu.cn,"Leneia Street, Beijing",1
299,GeorgianaEP,Georgiana Roni,Female,13763144263,18307110299@fudan.edu.cn,"Danai Street, Shanghai",0
300,Lianejd,Liane Khondoker,None,18945189131,18307110300@fudan.edu.cn,"Christ Street, Madrid",1
301,Ella-Leigh5C,Ella-Leigh Elvina,Female,18928715980,18307110301@fudan.edu.cn,"Salah Street, Bangkok",0
302,Jadekz,Jade Kaelen,Male,18664949632,18307110302@fudan.edu.cn,"Ruhee Avenue, Delhi",0
303,Paisleighyo,Paisleigh Rueban,Male,19179781439,18307110303@fudan.edu.cn,"Kazi Avenue, Guangzhou",0
304,Reyna86,Reyna Kauly,Female,15889895116,18307110304@fudan.edu.cn,"Malgor Lane, Paris",0
305,DjTL,Dj Meaha,Female,15860399060,18307110305@fudan.edu.cn,"Dhanya Street, Paris",0
306,MeshkahU9,Meshkah Sh'kinah,Female,19135883957,18307110306@fudan.edu.cn,"Jocely Road, Sao Paulo",0
307,MilenaBN,Milena Mariya,Female,19152925252,18307110307@fudan.edu.cn,"Arshma Road, Los Angeles",0
308,Coen-Knoxb5,Coen-Knox Konstantin,Male,18650757860,18307110308@fudan.edu.cn,"Anthon Street, Delhi",0
309,Roshikja,Roshik Oluwaseyitan,Female,13730245520,18307110309@fudan.edu.cn,"Lotty Street, Manila",0
310,Scott-JamesiJ,Scott-James Laiana,Female,18963585436,18307110310@fudan.edu.cn,"Shazia Street, Seoul",1
311,Keeyanm9,Keeyan Xia-Abigail,Female,13738929451,18307110311@fudan.edu.cn,"Meryam Street, Beijing",1
312,FirassR,Firas Daksha,Female,18631132333,18307110312@fudan.edu.cn,"Chined Lane, Guangzhou",0
313,Porscha-LeighdA,Porscha-Leigh Dingxuan,Female,13732703229,18307110313@fudan.edu.cn,"Anna-S Avenue, Tokyo",0
314,OlexanderhK,Olexander Azenate,Male,18674601597,18307110314@fudan.edu.cn,"Cohan Street, Hong Kong",1
315,Hodan0t,Hodan Kaitrin,Female,13782883646,18307110315@fudan.edu.cn,"Sattva Road, Manila",1
316,Mya-JanefH,Mya-Jane Keithie,Female,18674162792,18307110316@fudan.edu.cn,"Kariss Lane, Los Angeles",1
317,Kimarachijq,Kimarachi Zaraah-Leigh,Male,18690749424,18307110317@fudan.edu.cn,"Laichl Avenue, Guangzhou",0
318,AdrijaKz,Adrija Bos,Female,13734946198,18307110318@fudan.edu.cn,"Axana Avenue, Delhi",1
319,Astrafr,Astra Tzanis,Female,18986898151,18307110319@fudan.edu.cn,"Sonaks Road, London",1
320,EwartEs,Ewart Kaesyn,Female,18666865228,18307110320@fudan.edu.cn,"Varga Road, Tokyo",1
321,CaddisKu,Caddis Myiah-May,Female,13772645427,18307110321@fudan.edu.cn,"Kenia Road, Sao Paulo",0
322,AdaniaHF,Adania Amy-Rose,Male,15814990032,18307110322@fudan.edu.cn,"Antu Street, Tokyo",1
323,Zurabigf,Zurabi Marti-Elaine,Female,15851099076,18307110323@fudan.edu.cn,"Denise Lane, Seoul",1
324,Kayleigh-ElishaZR,Kayleigh-Elisha Manuelito,Female,19194341852,18307110324@fudan.edu.cn,"Brenne Street, Madrid",1
325,RroshirD,Rroshi Kambinachi,Male,18618810271,18307110325@fudan.edu.cn,"Nyasha Street, Paris",0
326,HengDs,Heng Sidharth,Male,19189520293,18307110326@fudan.edu.cn,"Zaiyya Lane, Sao Paulo",0
327,YusefZd,Yusef Sanvith,Male,19136931705,18307110327@fudan.edu.cn,"Reinas Street, Buenos Aires",1
328,Joakimk4,Joakim Tianna,None,19139964539,18307110328@fudan.edu.cn,"Julyou Road, Los Angeles",0
329,Amellia-LillymB,Amellia-Lilly Cattleya-Rose,Female,13730576545,18307110329@fudan.edu.cn,"Rhua Avenue, Bangkok",1
330,Elli-JaneMF,Elli-Jane Bramwell,Female,13789453426,18307110330@fudan.edu.cn,"Lilly- Lane, Hong Kong",1
331,Praneel0C,Praneel Theodoros,Female,15829992441,18307110331@fudan.edu.cn,"Elishk Avenue, Paris",0
332,Kenneth-James6c,Kenneth-James Braxton-James,Male,19139461157,18307110332@fudan.edu.cn,"Neve Road, London",0
333,Mahirrodi7b,Mahirrodi Bruno,Male,18615265799,18307110333@fudan.edu.cn,"Leyton Street, Buenos Aires",1
334,Marlewz,Marle Meekal,Female,18659168965,18307110334@fudan.edu.cn,"Mikel Avenue, Hong Kong",1
335,DhirrenSU,Dhirren Viva,Female,19113621805,18307110335@fudan.edu.cn,"Loudon Street, London",1
336,GuinanCY,Guinan Lillie-Grace,Male,18613661673,18307110336@fudan.edu.cn,"Kieran Avenue, Madrid",1
337,Oilbhe4O,Oilbhe Tommielee,Female,18682437650,18307110337@fudan.edu.cn,"Wrd Road, Bangkok",1
338,VaishaliKX,Vaishali Cosette,Female,18916080855,18307110338@fudan.edu.cn,"James- Road, Sao Paulo",0
339,Keeghanmk,Keeghan Jinhong,Female,18643116801,18307110339@fudan.edu.cn,"Hallie Road, Bangkok",1
340,CharaN2,Chara Anuoluwapojojo,Female,19150721923,18307110340@fudan.edu.cn,"Memphi Street, Seoul",0
341,Ellie-May6B,Ellie-May Aaliyah-Skye,Male,19177496045,18307110341@fudan.edu.cn,"Konan Avenue, Los Angeles",0
342,Maizy-JayneLI,Maizy-Jayne Selin,Male,18688046156,18307110342@fudan.edu.cn,"Nicola Avenue, Tokyo",1
343,MaizieysD,Maiziey Safhiya,Female,18623565294,18307110343@fudan.edu.cn,"Huai-S Avenue, Guangzhou",0
344,Jiayi8y,Jiayi Zohra,Male,18638894695,18307110344@fudan.edu.cn,"Zhouca Street, Shanghai",0
345,KairoX0,Kairo Zaynb,Female,19194487214,18307110345@fudan.edu.cn,"Lawrie Avenue, Paris",0
346,KassidyVc,Kassidy Barbora,Male,18645913378,18307110346@fudan.edu.cn,"Zirha Avenue, Seoul",0
347,Abdul-Bariyx,Abdul-Bari Riminozu,Female,18644584073,18307110347@fudan.edu.cn,"Jorden Street, London",1
348,Gasparxx,Gaspar Maci,Male,18996013137,18307110348@fudan.edu.cn,"Oyinda Road, Delhi",1
349,Adlai-JoziyalT,Adlai-Joziya Neriadh,Female,18994672966,18307110349@fudan.edu.cn,"Charle Avenue, Madrid",1
350,Mcgarvier7,Mcgarvie Kadee-Rose,Male,15889108620,18307110350@fudan.edu.cn,"Carly- Avenue, Los Angeles",1
351,NaiyahuN,Naiyah Brylie,Male,15886761227,18307110351@fudan.edu.cn,"Carlo Avenue, Shanghai",0
352,AydenMz,Ayden Kholton,Male,13770410123,18307110352@fudan.edu.cn,"Radley Road, Beijing",0
353,UmairaSy,Umaira Ariele,Female,18969550834,18307110353@fudan.edu.cn,"Vedala Road, Guangzhou",0
354,Devynne1g,Devynne Arsam,Female,13781845006,18307110354@fudan.edu.cn,"Cerys- Avenue, Buenos Aires",0
355,JonasN8,Jonas Jaida,Female,13779971903,18307110355@fudan.edu.cn,"Kirree Street, Manila",1
356,Ailiej8,Ailie Eva-Mae,Female,15813389500,18307110356@fudan.edu.cn,"Kore Road, Shanghai",1
357,RiarajwR,Riaraj Nasmah,Female,13723467882,18307110357@fudan.edu.cn,"Mailah Lane, Paris",0
358,Carson-Koayq,Carson-Koa Jos,Male,18697889336,18307110358@fudan.edu.cn,"Nihad Street, Beijing",1
359,Navyaanf1,Navyaan Edvardas,None,19180673217,18307110359@fudan.edu.cn,"Kindah Avenue, Bangkok",0
360,Kitaraq5,Kitara Renni,Female,15812184760,18307110360@fudan.edu.cn,"Aaria Avenue, Madrid",0
361,VedalakshmiRt,Vedalakshmi Logie,Male,18633167094,18307110361@fudan.edu.cn,"Tiffan Lane, Beijing",1
362,AleiseuG,Aleise Caggie,Male,18669069789,18307110362@fudan.edu.cn,"Peyia Road, Madrid",0
363,NahumRB,Nahum Katharina,Male,18651265265,18307110363@fudan.edu.cn,"Saule Street, Bangkok",0
364,Jadesoladx,Jadesola Alby,Female,13775884406,18307110364@fudan.edu.cn,"Chetan Lane, Buenos Aires",0
365,Zion-ColeFq,Zion-Cole Jay-Jai,Male,19185943131,18307110365@fudan.edu.cn,"Willa Street, London",0
366,KaeleighNm,Kaeleigh Tilde,Female,13715995120,18307110366@fudan.edu.cn,"Imogen Avenue, Hong Kong",1
367,SavariahJR,Savariah T'keijah,Male,15878686292,18307110367@fudan.edu.cn,"Fraoch Street, Tokyo",1
368,KeinanEs,Keinan Cohnlan,Female,15870655303,18307110368@fudan.edu.cn,"Kyran Road, Seoul",0
369,Kay-Leeiu,Kay-Lee Avdotya,Female,18960917615,18307110369@fudan.edu.cn,"Dani-L Avenue, Sao Paulo",1
370,AdriannaT4,Adrianna Mellissa,Male,19136572364,18307110370@fudan.edu.cn,"Wissem Avenue, Delhi",1
371,Khia11,Khia Rayven,Male,19163849068,18307110371@fudan.edu.cn,"Svetoz Lane, Los Angeles",0
372,JhonpaulMt,Jhonpaul Pheonix,Female,13744535659,18307110372@fudan.edu.cn,"Nakayl Avenue, Sao Paulo",1
373,Esmekj,Esme Yanni,Male,18916212813,18307110373@fudan.edu.cn,"Dragom Street, Delhi",0
374,Bevan1Z,Bevan Darshi,None,19136423882,18307110374@fudan.edu.cn,"Mydah Lane, Bangkok",0
375,Karli-Rosema,Karli-Rose Dolly-Anna,Male,15842336376,18307110375@fudan.edu.cn,"Yodahe Road, Seoul",1
376,EndaUp,Enda Laine,Female,18626332593,18307110376@fudan.edu.cn,"Nash Avenue, Guangzhou",0
377,Addison-Grace0q,Addison-Grace Zaim,Male,18995524988,18307110377@fudan.edu.cn,"Viaana Avenue, Los Angeles",0
378,SariyahkY,Sariyah Thao,Female,18976014731,18307110378@fudan.edu.cn,"Uzma Road, Bangkok",1
379,Jaspreetyo,Jaspreet Yamin,Male,19118783194,18307110379@fudan.edu.cn,"Amy-Ma Road, Hong Kong",0
380,Shirish89,Shirish Makari,Male,13780300878,18307110380@fudan.edu.cn,"Mylez Street, Los Angeles",0
381,RainVZ,Rain Karter,Male,15891462572,18307110381@fudan.edu.cn,"Destin Street, Buenos Aires",1
382,ShalahuddinXf,Shalahuddin Revat,Male,19185604856,18307110382@fudan.edu.cn,"Connel Road, Guangzhou",0
383,Kingsley4h,Kingsley Nurahan,Female,18697288258,18307110383@fudan.edu.cn,"Aland Street, Guangzhou",1
384,MalciH3,Malci Yamen,Female,18671863534,18307110384@fudan.edu.cn,"Labiba Avenue, Guangzhou",1
385,Xavier-Troyaw,Xavier-Troy Evolet,Female,13766192994,18307110385@fudan.edu.cn,"Dahlia Avenue, Manila",0
386,KajetanUo,Kajetan Kambell,Female,18675582939,18307110386@fudan.edu.cn,"Gracie Lane, Beijing",1
387,IlishaqR,Ilisha Helya,Female,18964579118,18307110387@fudan.edu.cn,"Dejan Road, London",0
388,GeorginaaA,Georgina Jethro-James,Male,18654474553,18307110388@fudan.edu.cn,"Swaran Street, Beijing",1
389,Archith2y,Archith Austin-Ian,Male,19137396462,18307110389@fudan.edu.cn,"Olivia Road, Buenos Aires",0
390,Ellisia5y,Ellisia Mircea,Male,13783754802,18307110390@fudan.edu.cn,"Azmeer Lane, Shanghai",0
391,BethennyUh,Bethenny Mengling,Female,15894758262,18307110391@fudan.edu.cn,"Oghene Avenue, Guangzhou",0
392,TemiRz,Temi Conall,Male,18675167847,18307110392@fudan.edu.cn,"Xia-Ab Road, Paris",1
393,Adn4a,Adn Pipa,Female,19198840755,18307110393@fudan.edu.cn,"Dael Street, Guangzhou",1
394,NatinalkG,Natinal Junying,Female,18650911217,18307110394@fudan.edu.cn,"Abdul- Street, Los Angeles",0
395,Reegan-Alexandergk,Reegan-Alexander Emily-James,Female,15896809131,18307110395@fudan.edu.cn,"Kelsey Avenue, Manila",0
396,Mengqiu0,Mengqi Esma,Female,18949083674,18307110396@fudan.edu.cn,"Doroth Avenue, Manila",1
397,Leah-Louisesr,Leah-Louise Ousman,None,15879376048,18307110397@fudan.edu.cn,"Dravin Street, Hong Kong",1
398,Charlie-Paul8G,Charlie-Paul Soban,Female,19138305117,18307110398@fudan.edu.cn,"Amelia Street, Buenos Aires",0
399,Tayla-MaeO2,Tayla-Mae Franco-Vaughn,Male,19164838462,18307110399@fudan.edu.cn,"Jessic Road, Delhi",1
400,Beau-BearZF,Beau-Bear Leigh-Anna,Female,19172919362,18307110400@fudan.edu.cn,"Sharys Lane, Madrid",1
401,Adel4s,Adel Rorie,Male,18984914936,18307110401@fudan.edu.cn,"Calim Avenue, London",0
402,Barbara-AnnDj,Barbara-Ann Anthony-James,Female,18990463016,18307110402@fudan.edu.cn,"Manus Avenue, Beijing",1
403,Ivy-MayhC,Ivy-May Eilidh-Louise,Male,15819173740,18307110403@fudan.edu.cn,"Nealla Lane, Beijing",1
404,Ayvartc,Ayvar Odinn,Male,13796989371,18307110404@fudan.edu.cn,"Julika Lane, Los Angeles",0
405,CostanzaCW,Costanza Malcolm,Male,15852366824,18307110405@fudan.edu.cn,"Kriste Avenue, Beijing",0
406,ShahwaizGN,Shahwaiz Marti,Male,15831272726,18307110406@fudan.edu.cn,"Muriel Lane, Los Angeles",0
407,ElloravO,Ellora Efrosyni,None,18615670628,18307110407@fudan.edu.cn,"Inis Street, Hong Kong",1
408,Zoya3U,Zoya Ella-Blossom,Male,19157619895,18307110408@fudan.edu.cn,"Abbey- Avenue, Buenos Aires",0
409,OkikekL,Okike Lacey-Rae,None,18931437375,18307110409@fudan.edu.cn,"Sehjve Road, Buenos Aires",0
410,EastynJJ,Eastyn Jodi-Mae,Female,15810944621,18307110410@fudan.edu.cn,"Jessy Lane, Guangzhou",0
411,Esmee-LeighrA,Esmee-Leigh Osker,Male,18948497623,18307110411@fudan.edu.cn,"Adas Street, Delhi",0
412,LakkshanaLR,Lakkshana Mark-William,Male,19119407796,18307110412@fudan.edu.cn,"Zixi Street, Seoul",0
413,BreyonVg,Breyon Danah,Female,19131222413,18307110413@fudan.edu.cn,"Thea-J Street, Manila",0
414,Carson-Lewisry,Carson-Lewis Kamilya,Female,13786309083,18307110414@fudan.edu.cn,"Nicolo Avenue, Manila",0
415,Carrieb2,Carrie Lohan,Female,19154631939,18307110415@fudan.edu.cn,"Marina Street, Seoul",1
416,Lucas-MihaiIz,Lucas-Mihai Mitch,Male,15837381116,18307110416@fudan.edu.cn,"Jensyn Avenue, Tokyo",0
417,AffanLW,Affan Alexii,None,15817873436,18307110417@fudan.edu.cn,"Angela Road, Hong Kong",1
418,Annaleiserm,Annaleise Jezreel-Devontea,Female,15887467263,18307110418@fudan.edu.cn,"Lietta Avenue, Hong Kong",1
419,MaiseyvZ,Maisey Lilith,Male,19164071204,18307110419@fudan.edu.cn,"Jennit Street, Los Angeles",1
420,Faith-SerenityCh,Faith-Serenity Georgy,Female,19139194025,18307110420@fudan.edu.cn,"Kadhem Avenue, Beijing",0
421,Marc-Elie2r,Marc-Elie Reece-John,Male,13748579456,18307110421@fudan.edu.cn,"Vytaut Avenue, Buenos Aires",1
422,Artemijae,Artemij Valentine,Male,18674618671,18307110422@fudan.edu.cn,"Aleesi Street, Sao Paulo",0
423,Oumouuv,Oumou Rihm,Male,13742282935,18307110423@fudan.edu.cn,"Melda Avenue, Paris",0
424,RutuparntH,Rutuparn Lacey-Lou,Female,15866698916,18307110424@fudan.edu.cn,"Adelaj Road, London",1
425,KorrinrT,Korrin Cherise,Male,13771993530,18307110425@fudan.edu.cn,"Lillie Street, Guangzhou",0
426,IklimP9,Iklim Taigh,Female,15890035468,18307110426@fudan.edu.cn,"Grace- Lane, Beijing",1
427,SafiyahaJ,Safiyah Sherianne,Female,13727068526,18307110427@fudan.edu.cn,"Loryn Lane, Delhi",0
428,Mohamedho,Mohamed Dolores,Male,13798211240,18307110428@fudan.edu.cn,"Khaleo Road, Bangkok",1
429,YadiraXT,Yadira Orlaigh,Female,15884944523,18307110429@fudan.edu.cn,"Yuk-Ch Street, Bangkok",0
430,Teghfateh9X,Teghfateh Dana,Female,15825070155,18307110430@fudan.edu.cn,"Riley- Avenue, Guangzhou",0
431,Philomenatg,Philomena Nazanin,Male,19187714179,18307110431@fudan.edu.cn,"Allyss Road, Hong Kong",1
432,RiyonqN,Riyon Ciaran-Joseph,Male,13743274780,18307110432@fudan.edu.cn,"Pratik Street, Buenos Aires",1
433,Sasha-AnnUw,Sasha-Ann Marilyn-Paige,Male,15837099212,18307110433@fudan.edu.cn,"Munthe Avenue, Paris",0
434,IssacqF,Issac Havannah,Female,18686035459,18307110434@fudan.edu.cn,"Liliel Street, London",1
435,SolveighOp,Solveigh Nalia,Male,15824461444,18307110435@fudan.edu.cn,"Axelle Street, Madrid",1
436,Yulegw,Yule Rozali,Male,13733581474,18307110436@fudan.edu.cn,"Phoebe Street, Delhi",0
437,FarhiyaJS,Farhiya Indea,Female,13711932159,18307110437@fudan.edu.cn,"Kahlia Street, Guangzhou",1
438,ChimdinmaEj,Chimdinma Aarni,Male,15811495977,18307110438@fudan.edu.cn,"Blayto Avenue, Sao Paulo",0
439,Wayne-JuniorZa,Wayne-Junior Addylaide,Female,13718549071,18307110439@fudan.edu.cn,"Zoa Avenue, Los Angeles",0
440,Selena-JanevI,Selena-Jane Tamayi,Female,18947712923,18307110440@fudan.edu.cn,"Braydo Avenue, Manila",0
441,Haddieq5,Haddie Aarick,Female,19155262674,18307110441@fudan.edu.cn,"Rocco- Street, Paris",1
442,Weam1K,Weam Kruze,Female,18926230843,18307110442@fudan.edu.cn,"Henric Road, Shanghai",1
443,Blen8q,Blen Darbara,Female,13762267665,18307110443@fudan.edu.cn,"George Avenue, Hong Kong",1
444,Aidian8J,Aidian Aibel,Female,18928767716,18307110444@fudan.edu.cn,"Kailer Lane, Sao Paulo",1
445,Blythe82,Blythe Dubhlainn,Male,18697049463,18307110445@fudan.edu.cn,"Harjap Street, London",0
446,KroyyE,Kroy Cj,Female,15824714734,18307110446@fudan.edu.cn,"Lamees Road, Madrid",0
447,Jerontx,Jeron Knox,Female,19132132072,18307110447@fudan.edu.cn,"Yazen Road, Shanghai",1
448,LeilaVt,Leila Khairah,Female,15880971733,18307110448@fudan.edu.cn,"Tiffne Road, Guangzhou",0
449,Carmedie3D,Carmedie Teofor,Female,13729011229,18307110449@fudan.edu.cn,"Dakota Road, Hong Kong",0
450,Mehar-Un-Nisai5,Mehar-Un-Nisa Carson-Ray,Female,19194844566,18307110450@fudan.edu.cn,"Hyesun Avenue, Madrid",0
451,GarvanOM,Garvan Illy,Female,15897354335,18307110451@fudan.edu.cn,"Jameig Road, Shanghai",1
452,Leventb4,Levent Mirrhyn,Female,18942403268,18307110452@fudan.edu.cn,"Perrie Street, Los Angeles",0
